NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,16.6,0.15,40.0,0.21,0.0,2013-2020,M-v,38h,,,2019 VL8,,2459000.5,65.32567,336.56512,78.62584,13.60251,0.1629403,0.1800477,3.1060683,E2020-O85,5,Veres,0000,2020-03-22,2458637.67576,5.4741476,2.5999646,3.612172,1.5118018,1.2235063,MBA
,,,18.0,0.15,68.0,0.3,0.0,2000-2019,M-v,38h,(416573),,2004 EK61,,2459200.5,138.54929,326.93616,178.88736,11.70759,0.2291627,0.25499182,2.4629289,MPO472188,7,MPCLINUX,0000,2019-01-06,2458657.15198,3.865252,1.8985175,3.0273403,1.1667934,1.3490094,MBA
,,,18.5,0.15,59.0,0.22,0.0,2002-2020,M-v,38h,,,2016 EN139,,2459000.5,94.32701,228.92785,269.77358,0.53677,0.1223905,0.27561277,2.3384952,E2020-MA6,7,MPCLINUX,0400,2020-06-24,2458658.25521,3.5760594,2.0522856,2.6247048,1.1517329,1.3881898,MBA
,,,17.2,0.15,58.0,0.28,0.0,2006-2020,M-v,38h,,,2006 QW73,,2459000.5,61.20939,3.83014,35.57986,1.91924,0.3556995,0.16185506,3.3346623,MPO543089,5,Rudenko,0000,2020-02-02,2458622.32577,6.0894461,2.1485246,4.5208,1.4563769,1.196485,MBA
,,,15.84,0.15,1001.0,0.52,0,1998-2021,M-v,3Ek,(53664),,2000 DJ64,,2459200.5,189.40184,142.59,181.07013,5.5404,0.0750482,0.28226728,2.3015956,E2021-B10,17,Pan,0000,2021-01-14,2459804.88535,3.4917531,2.128865,2.4743262,1.1443162,1.4013239,MBA
,,,18.1,0.15,30.0,0.24,4.0,,M-v,38h,,,2016 SX65,,2459000.5,300.95101,4.55061,31.26488,19.03352,0.2537398,0.23338385,2.6126958,MPO522753,1,Veres,2000,2016-11-07,2459253.51238,4.2231185,1.9497509,3.2756407,1.2222401,1.3102585,MBA
,,,23.4,0.15,9.0,0.11,,,,,,,2013 CC36,,2456320.5,9.6693,167.52614,298.96531,1.693,0.3987607,0.29302284,2.2449244,MPO254850,1,MPCS,2005,2013-02-09,2456287.50154,3.3635863,1.3497368,3.140112,0.9439794,1.4230859,Object with perihelion distance < 1.665 AU
,,,15.9,0.15,204.0,0.37,0.0,1997-2020,M-v,38h,,,2013 CK137,,2459200.5,60.74804,112.95559,152.63127,10.2369,0.2009769,0.17628089,3.1501596,E2020-UB9,9,MPCLINUX,0400,2020-10-18,2458855.89049,5.5911203,2.5170503,3.7832689,1.5114596,1.2178118,MBA
,,,16.5,0.15,74.0,0.27,0,1999-2019,M-v,38h,(487911),,2015 TR184,,2459200.5,276.98666,294.07638,193.26017,10.54658,0.0554064,0.19128722,2.9831751,MPO495392,10,Williams,0000,2019-09-29,2459634.47227,5.1525014,2.8178881,3.1484621,1.4870086,1.2408187,MBA
,,,18.5,0.15,50.0,0.22,0.0,2010-2019,M-v,38h,,,2012 XR140,,2459000.5,36.14861,282.26108,150.33197,2.56088,0.1522713,0.27805046,2.3248073,MPO545871,6,MPCLINUX,0000,2019-11-08,2458870.4926,3.5447078,1.9708059,2.6788087,1.1354515,1.3929724,MBA
,,,17.9,0.15,34.0,0.33,4,2013-2017,M-v,38h,,,2013 RV113,,2459000.5,265.13686,343.56382,344.57477,15.11103,0.126437,0.24326169,2.5414812,MPO518501,2,Veres,0000,2017-10-23,2459390.46348,4.0516354,2.2201439,2.8628185,1.2504261,1.3276931,MBA
,,,14.2,0.15,110.0,0.31,0.0,2011-2020,M-v,38h,,,2012 AK18,,2459200.5,357.91025,71.69312,305.52981,30.28893,0.0287394,0.0827474,5.2155463,E2020-UN6,4,MPCLINUX,0409,2020-10-26,2459225.75457,11.9110407,5.0656546,5.365438,2.6056193,1.0916503,Jupiter Trojan
,,,19.1,0.15,13.0,0.23,,,,,,,2017 YF6,,2458120.5,43.83052,232.61366,155.57491,24.70362,0.4088038,0.28868305,2.2673672,MPO435160,1,MPCMEL,2005,2018-01-14,2457968.67076,3.4141515,1.3404589,3.1942755,0.9442218,1.4142242,Object with perihelion distance < 1.665 AU
,,,15.2,0.15,289.0,0.49,0,2000-2018,M-v,38h,(331548),,2000 VO47,,2459200.5,302.28487,105.27643,281.42452,27.32797,0.3786462,0.23170641,2.6252904,MPO455444,6,MPCLINUX,0005,2018-03-10,2459449.58734,4.2536919,1.6312342,3.6193466,1.1244474,1.3073432,Object with perihelion distance < 1.665 AU
,,,16.8,0.15,51.0,0.21,0.0,2012-2020,M-v,38h,,,2012 TM350,,2459000.5,356.64197,111.15211,69.30997,10.73775,0.0451339,0.19015799,2.9949736,E2020-DA3,5,MPCLINUX,0400,2020-02-02,2459018.15917,5.1830989,2.8597988,3.1301484,1.4944363,1.2390572,MBA
,,,14.41,0.15,1589.0,0.5,0,1976-2020,M-v,3Ek,(14516),,1996 HM11,"['1992 LJ3', '1993 TS43']",2459000.5,158.60754,126.76965,191.46917,3.70114,0.0660154,0.23295123,2.6159295,E2020-QM5,21,Pan,0000,2020-02-27,2458319.63834,4.2309613,2.4432379,2.7886211,1.3022646,1.3095054,MBA
,,,17.9,0.15,25.0,0.15,1,2011-2019,M-v,38h,,,2015 TS354,,2459000.5,41.11492,319.55994,74.56282,13.81902,0.1663707,0.23045753,2.6347664,MPO508510,3,Williams,0000,2019-11-28,2458822.09435,4.2767432,2.1964185,3.0731143,1.2809191,1.3051811,MBA
1.0,,,18.8,0.15,93.0,0.45,1.0,2011-2019,M-v,38h,,,2011 CN14,,2459000.5,131.61745,23.69361,149.76903,51.46186,0.4747884,0.25337144,2.4734186,MPO503899,3,MPCLINUX,0804,2019-06-25,2458481.03549,3.8899716,1.2990681,3.6477691,0.9579253,1.3460242,Amor
,,,17.4,0.15,204.0,0.34,0,2003-2019,M-v,38h,(298913),,2004 TJ101,,2459200.5,265.96038,185.59816,64.45278,2.24708,0.1515152,0.26810921,2.3819258,MPO507352,11,Williams,0000,2019-12-04,2459551.25119,3.6761425,2.0210278,2.7428238,1.1636221,1.3736722,MBA
,,,17.8,0.15,31.0,0.31,1.0,2010-2019,M-v,38h,,,2010 VO40,,2459000.5,140.11371,36.60077,277.77629,4.78465,0.0560128,0.2246991,2.6795909,E2020-N26,4,Veres,0000,2019-12-03,2458376.93849,4.3863445,2.5294995,2.8296823,1.3355919,1.2953037,MBA
,,,16.6,0.15,67.0,0.38,1.0,2013-2020,M-v,38h,,,2019 FQ5,,2459200.5,103.25127,183.71508,66.36728,23.19435,0.3011728,0.18435005,3.0575522,E2020-UQ6,4,MPCLINUX,0000,2020-10-16,2458640.41717,5.3463923,2.1367006,3.9784038,1.3901084,1.2300759,MBA
,,,18.1,0.15,27.0,0.41,1.0,2010-2020,M-v,38h,,,2010 GD181,,2459000.5,122.54555,328.75542,213.39784,8.24878,0.1015863,0.23746617,2.5826658,E2020-OH0,4,MPCLINUX,0000,2020-07-29,2458484.44508,4.1505182,2.3203023,2.8450293,1.2780066,1.3174081,MBA
,,,18.9,0.15,37.0,0.28,2,2008-2015,M-v,38h,,,2015 RA35,,2459000.5,111.84303,180.51892,183.79397,2.24548,0.2292588,0.2777923,2.3262474,MPO489900,2,Williams,0000,2015-10-09,2458597.88614,3.548002,1.7929347,2.8595601,1.1019904,1.3924644,MBA
,,,17.5,0.15,30.0,0.18,0.0,2003-2020,M-v,38h,,,2003 SK385,,2459200.5,348.86384,223.78501,165.18503,6.67776,0.1243748,0.17244186,3.196742,E2020-UQ6,4,MPCLINUX,0000,2020-09-23,2459265.07924,5.7155941,2.7991479,3.5943361,1.5736457,1.2120624,MBA
,,,15.4,0.15,496.0,0.4,0,1995-2020,M-v,38h,(97538),,2000 DM35,,2459200.5,343.93094,312.02231,162.66452,3.40721,0.0892108,0.18309647,3.0714921,MPO532271,16,MPCW,0000,2020-01-26,2459288.26284,5.3829966,2.7974818,3.3455024,1.5235237,1.2281544,MBA
,,,17.0,0.15,102.0,0.19,0.0,2009-2021,M-v,38h,,,2014 KJ51,,2459200.5,132.2167,144.30118,118.83886,15.6125,0.176068,0.21216297,2.7841309,E2021-A28,6,MPCLINUX,0400,2021-01-05,2458577.31517,4.6455215,2.2939345,3.2743273,1.3489115,1.2743092,MBA
,,,19.8,0.15,16.0,0.05,,,,,,,2013 HN137,,2456380.5,292.12748,288.43308,352.56011,2.41296,0.138239,0.29803238,2.2196973,MPO265113,1,MPCS,2000,2013-04-19,2456608.23545,3.307049,1.9128486,2.526546,1.0886394,1.4334542,MBA
,,,17.61,0.15,196.0,0.5,0,1999-2020,M-v,3Ek,(310405),,1999 RR37,,2459200.5,154.29003,51.02082,354.6198,1.81247,0.1304902,0.25737835,2.4476804,E2021-B25,12,Pan,0000,2020-03-22,2458601.0321,3.8294117,2.1282821,2.7670787,1.203001,1.3534304,MBA
,,,16.4,0.15,61.0,0.26,0.0,2005-2020,M-v,38h,,,2005 UY129,,2459000.5,247.05243,317.33295,43.5679,17.9064,0.2240586,0.1761533,3.1516805,MPO543000,5,MPCLINUX,0400,2020-04-28,2459641.68907,5.5951699,2.4455194,3.8578416,1.4967295,1.2176198,MBA
,,,18.4,0.15,51.0,0.34,0.0,2003-2019,M-v,38h,,,2008 TC218,,2459000.5,138.39313,143.20252,173.07341,4.48413,0.1600826,0.27253484,2.3560691,E2020-OA3,6,MPCLINUX,0400,2019-11-28,2458492.70015,3.6164464,1.9789034,2.7332348,1.1478457,1.3821978,MBA
,,,16.8,0.15,63.0,0.38,0.0,2003-2020,M-v,38h,,,2015 HG39,,2459000.5,167.41292,6.42879,70.7624,15.95524,0.0691483,0.21119438,2.7926369,E2020-L54,7,MPCLINUX,0400,2020-06-13,2458207.8038,4.6668271,2.5995308,2.985743,1.389642,1.2727153,MBA
,,,17.1,0.15,104.0,0.27,0.0,1997-2021,M-v,38h,,,2013 AQ65,,2459200.5,303.4551,11.7571,75.3563,14.68361,0.0390679,0.22977038,2.6400167,E2021-A42,9,MPCLINUX,0400,2021-01-06,2459446.59316,4.289533,2.5368768,2.7431566,1.3179936,1.3039945,MBA
,,,15.4,0.15,482.0,0.41,0,1997-2019,M-v,38h,(63321),,2001 FF47,,2459200.5,240.63726,52.9023,191.09209,25.9815,0.0685868,0.24046219,2.5611687,MPO526554,15,Williams,0000,2019-12-29,2459696.88899,4.0988052,2.3855063,2.7368311,1.2745603,1.322705,MBA
,,,17.2,0.15,178.0,0.35,0,1998-2019,M-v,38h,(231148),,2005 UX15,,2459200.5,355.4612,110.73233,54.33753,5.22744,0.0831666,0.28107935,2.3080759,MPO507027,10,Williams,0000,2019-11-25,2459216.64776,3.5065104,2.1161211,2.5000307,1.1460558,1.398961,MBA
,,,18.4,0.15,38.0,0.2,0.0,2007-2020,M-v,38h,,,2017 AX35,,2459200.5,215.37085,80.21021,331.23357,20.67207,0.0981199,0.35303997,1.9826838,E2020-U22,5,Veres,0006,2020-04-11,2459610.168,2.7917735,1.7881431,2.1772245,0.9817977,1.5581062,Hungaria
,,,18.8,0.15,37.0,0.16,0.0,2012-2020,M-v,38h,,,2016 GB288,,2459200.5,55.26602,92.51013,196.83365,13.92855,0.2027686,0.26736325,2.3863542,E2020-UR2,4,Veres,0007,2020-09-06,2458993.79235,3.6863992,1.9024765,2.8702319,1.1441195,1.3722455,Phocaea
,,,17.6,0.15,51.0,0.29,0.0,2000-2019,M-v,38h,,,2018 JL4,,2459000.5,150.00767,52.80317,207.71093,9.65527,0.2311446,0.22882187,2.6473073,E2020-N32,7,Veres,0400,2019-10-29,2458344.93453,4.307314,2.0353965,3.2592181,1.2529337,1.3023602,MBA
,,,12.13,0.15,1869.0,0.53,0,1977-2021,M-v,3Ek,(16843),,1997 XX3,['1997 EV39'],2459200.5,227.78587,135.75715,158.56971,5.37186,0.1831608,0.1252706,3.9558209,E2021-B10,23,Pan,0008,2021-01-12,2460255.92825,7.8678293,3.2312696,4.6803722,1.9115558,1.1456064,Hilda
,,,16.9,0.15,25.0,0.25,2.0,2017-2019,M-v,38h,,,2017 OC70,,2459000.5,184.72881,211.79862,158.61925,9.0769,0.1477229,0.18274294,3.0754522,MPO523309,2,Veres,0000,2019-01-08,2459959.61354,5.3934104,2.6211375,3.5297669,1.5041698,1.2276136,MBA
,,,15.1,0.15,952.0,0.56,0.0,1999-2019,M-v,38h,(75561),,1999 YR22,,2459200.5,264.74511,151.33422,342.08353,6.62333,0.0613938,0.27709822,2.3301304,MPO526644,13,Williams,0000,2019-07-27,2459544.2586,3.5568892,2.1870748,2.473186,1.1606738,1.3911002,MBA
,,,18.2,0.15,54.0,0.21,1.0,2004-2021,M-v,38h,,,2011 CK124,,2459200.5,252.8975,196.5684,27.64008,3.07309,0.151786,0.28674986,2.2775464,E2021-A28,5,MPCLINUX,0400,2021-01-04,2459574.00506,3.4371687,1.9318467,2.6232461,1.112537,1.4103122,MBA
,,,19.7,0.15,32.0,0.42,,,,,,,2016 UT209,,2457680.5,38.34272,31.58027,303.58228,0.98393,0.2131946,0.24232836,2.5480028,E2020-CB8,1,Williams,2000,2016-10-29,2457522.27366,4.0672405,2.0047824,3.0912232,1.2160956,1.326026,MBA
,,,16.3,0.15,189.0,0.49,0,2005-2020,M-v,3Ek,(395681),,2011 WE145,,2459200.5,338.48808,89.02795,253.4342,6.74764,0.0704685,0.18527825,3.0473319,E2021-B25,10,Pan,0000,2020-06-16,2459316.60605,5.3196081,2.832591,3.2620728,1.5160997,1.2315025,MBA
,,,17.83,0.15,147.0,0.56,0,2001-2020,M-v,3Ek,(298766),,2004 LW16,,2459200.5,351.3827,237.17492,59.00506,3.8372,0.2360837,0.30150436,2.2026238,E2021-B55,9,Pan,0000,2020-04-28,2459229.08102,3.2689667,1.6826202,2.7226274,1.0399297,1.4407293,MBA
1.0,,,18.9,0.15,46.0,0.33,1.0,2014-2019,M-v,3Eh,,,2014 MG19,,2459000.5,153.84586,93.3176,237.19905,36.83485,0.4509558,0.42327861,1.7567845,MPO473326,2,MPCLINUX,0803,2019-04-14,2458637.03759,2.328508,0.9645523,2.5490167,0.6997614,1.7527241,Apollo
,,,16.4,0.15,188.0,0.33,0,2004-2020,M-v,38h,(362550),,2010 UJ66,,2459200.5,128.55796,109.73176,229.882,4.76722,0.1167456,0.21477602,2.761503,MPO534716,11,MPCW,0000,2020-01-19,2458601.93238,4.5890023,2.4391097,3.0838963,1.3619325,1.278629,MBA
,,,17.3,0.15,147.0,0.34,0,2000-2018,M-v,38h,(233300),,2006 BS29,,2459200.5,8.39751,72.47777,334.03129,6.13245,0.0736921,0.25230677,2.4803718,MPO440205,9,MPCLINUX,0000,2018-03-19,2459167.21706,3.9063862,2.297588,2.6631556,1.233451,1.3440699,MBA
,,,17.9,0.15,19.0,0.17,,,,,,,2019 GS16,,2458560.5,10.1136,330.8537,206.63097,7.77731,0.1671144,0.17582977,3.1555454,MPO473553,1,MPCW,2000,2019-04-08,2458502.98071,5.6054651,2.6282083,3.6828825,1.5337099,1.2171333,MBA
,,,17.0,0.15,115.0,0.42,1,2006-2019,M-v,38h,(516529),,2006 SK4,,2459200.5,182.10585,24.83055,271.12714,3.91778,0.290779,0.23502581,2.6005129,MPO508083,6,Williams,0000,2019-12-04,2459957.41328,4.1936146,1.8443384,3.3566874,1.1903166,1.3131248,MBA
,,,16.9,0.15,96.0,0.42,0.0,1998-2020,M-v,38h,,,2016 EE136,"['2008 TF145', '2011 FC81']",2459000.5,214.99534,124.18717,158.22624,2.32969,0.0316664,0.19944843,2.901231,MPO544818,9,Rudenko,0400,2020-01-24,2459727.52844,4.9416669,2.8093595,2.9931025,1.4491609,1.2536998,MBA
,,,17.2,0.15,191.0,0.31,0.0,2005-2019,M-v,38h,,,2012 RQ20,,2459000.5,127.58636,45.90254,225.42268,5.8891,0.0858716,0.27792294,2.3255184,MPO495746,9,MPCLINUX,0400,2019-09-24,2458541.42894,3.5463343,2.1258224,2.5252144,1.1541851,1.3927214,MBA
,,,17.9,0.15,103.0,0.28,0,2006-2020,M-v,38h,(456439),,2006 VO47,,2459200.5,73.08567,134.02373,328.92177,1.41041,0.1649294,0.23160559,2.6260522,MPO535315,6,MPCW,0000,2020-01-23,2458884.93897,4.2555435,2.192939,3.0591654,1.2773095,1.3071684,MBA
,,,14.55,0.15,992.0,0.56,0,1999-2020,M-v,3Ek,(83726),,2001 TR104,,2459200.5,11.18764,294.84261,23.10617,6.14819,0.086815,0.19730031,2.9222511,E2021-B10,18,Pan,0000,2020-09-17,2459143.79639,4.9954693,2.6685559,3.1759463,1.4501133,1.2502835,MBA
,,,13.06,0.15,1961.0,0.41,0,1954-2020,M-v,3Ek,(10562),,1993 UB1,"['1961 UF', '1988 EW1']",2459000.5,203.10108,356.70907,8.36909,23.22145,0.1553516,0.27819546,2.3239995,E2020-QM5,21,Pan,0007,2020-08-07,2459564.48819,3.5428604,1.9629625,2.6850365,1.1339559,1.3932579,Phocaea
1.0,,,24.0,0.15,48.0,0.39,6.0,,M-v,38h,,,2017 SV11,,2459000.5,264.64123,37.81387,343.63689,6.52904,0.5287085,0.27541109,2.3396368,MPO423869,1,MPCLINUX,2804,2017-10-10,2459346.74169,3.5786783,1.1026509,3.5766227,0.8428159,1.3877956,Amor
,,,15.49,0.15,814.0,0.54,0.0,1998-2020,M-v,3Ek,(65952),,1998 FF122,,2459200.5,101.07112,250.25066,196.10155,5.7838,0.0841819,0.26086861,2.4257991,E2021-B10,15,Pan,0000,2020-05-18,2458813.05927,3.7781765,2.2215907,2.6300075,1.2043042,1.3599483,MBA
,,,19.5,0.15,85.0,0.28,3.0,,M-v,38h,,,2016 XN1,,2459000.5,259.52896,106.31817,13.7989,2.53582,0.445877,0.21216397,2.7841222,MPO409573,1,MPCLINUX,2005,2017-03-18,2459474.05389,4.6454997,1.5427461,4.0254983,1.1153106,1.2743108,Object with perihelion distance < 1.665 AU
,,,18.1,0.15,43.0,0.36,1.0,2008-2019,M-v,38h,,,2014 EN230,,2459000.5,50.06611,144.06336,201.20373,6.27505,0.13825,0.26024264,2.4296875,MPO519056,6,Veres,0400,2019-07-28,2458808.11755,3.7872644,2.0937832,2.7655918,1.1916244,1.3587747,MBA
,,,16.82,0.15,174.0,0.58,0,2001-2020,M-v,3Ek,(381908),,2010 CU24,,2459200.5,300.22042,148.12487,136.71445,8.47637,0.0760894,0.2034319,2.8632329,E2021-B25,13,Pan,0000,2020-03-24,2459494.35549,4.8449022,2.6453712,3.0810946,1.423328,1.2600846,MBA
,,,16.6,0.15,125.0,0.32,0,2001-2018,M-v,38h,(262608),,2006 VZ140,,2459200.5,345.6716,224.41018,181.55371,1.89707,0.0643991,0.20332489,2.8642374,MPO450138,11,MPCLINUX,0000,2018-05-13,2459270.9705,4.847452,2.6797831,3.0486917,1.4261794,1.2599123,MBA
,,,15.2,0.15,343.0,0.37,0,1995-2019,M-v,38h,(266793),,2009 SQ277,['2006 GU13'],2459200.5,324.28812,259.30272,176.17515,11.27859,0.1145247,0.18011046,3.1053467,MPO494441,14,Williams,0000,2019-08-23,2459398.77772,5.4722401,2.7497078,3.4609856,1.5323086,1.2236016,MBA
,,,15.28,0.15,454.0,0.57,0,2001-2020,M-v,3Ek,(226403),,2003 QT58,,2459200.5,0.9428,18.83082,126.94715,10.24978,0.0319658,0.1970546,2.9246798,E2021-B55,15,Pan,0000,2020-12-24,2459195.71554,5.0016983,2.8311901,3.0181695,1.4608457,1.2498939,MBA
,,,17.26,0.15,412.0,0.55,0,1999-2020,M-v,3Ek,(169672),,2002 JX88,,2459200.5,125.54939,41.27746,174.46738,0.77011,0.1124295,0.28269276,2.2992857,E2021-B55,14,Pan,0000,2020-10-10,2458756.38033,3.4864979,2.0407782,2.5577932,1.1351109,1.4021721,MBA
,,,16.0,0.15,132.0,0.24,0.0,2003-2020,M-v,38h,,,2014 MT13,,2459200.5,108.49526,297.91967,293.94524,14.9519,0.1871339,0.17687117,3.143147,E2020-TF9,6,MPCLINUX,0400,2020-10-14,2458587.08571,5.572461,2.5549576,3.7313364,1.5165384,1.2187006,MBA
,,,16.9,0.15,130.0,0.31,0.0,2005-2020,M-v,38h,(419919),,2011 BF19,,2459200.5,44.01462,331.3901,131.19283,3.60201,0.0779395,0.20528254,2.8459988,MPO528476,8,Williams,0000,2020-01-01,2458986.09,4.8012251,2.6241831,3.0678145,1.4143553,1.2630731,MBA
,,,13.79,0.15,1587.0,0.5,0,1991-2020,M-v,3Ek,(43864),,1994 GM3,,2459200.5,290.41047,239.86003,28.89546,1.48281,0.0507039,0.18389458,3.0625987,E2021-B10,20,Pan,0000,2020-06-11,2459578.92094,5.3596341,2.907313,3.2178844,1.5273626,1.229377,MBA
,,,16.01,0.15,834.0,0.56,0.0,1990-2020,M-v,3Ek,(66310),,1999 JZ41,,2459200.5,90.49678,38.18752,193.61316,2.831,0.1162445,0.28546426,2.2843793,E2021-B10,17,Pan,0000,2020-07-08,2458883.48379,3.4526482,2.0188328,2.5499258,1.1267555,1.4077226,MBA
,,,15.83,0.15,293.0,0.59,0,2001-2020,M-v,3Ek,(341740),,2007 VQ257,,2459200.5,228.187,15.47668,1.18729,4.03003,0.1463481,0.19176478,2.9782203,E2021-B25,10,Pan,0000,2020-05-16,2459887.86843,5.1396699,2.5423634,3.4140772,1.4572167,1.2415652,MBA
,,,17.6,0.15,42.0,0.3,0,2004-2018,M-v,38h,(532169),,2013 NN31,,2459200.5,200.78123,69.06897,273.58928,6.18367,0.1081928,0.21728438,2.7402091,MPO463579,5,MPCLINUX,0000,2018-11-01,2459933.26702,4.5360262,2.4437382,3.03668,1.3540665,1.2828033,MBA
,,,18.5,0.15,21.0,0.18,3,2015-2019,M-v,38h,,,2015 RR294,,2459000.5,68.52778,148.95842,197.68426,5.94838,0.1163562,0.2572306,2.4486176,MPO521361,2,Veres,0000,2019-09-26,2458734.09398,3.8316113,2.1637058,2.7335294,1.2077332,1.3531558,MBA
,,,19.0,0.15,15.0,0.3,,,,,,,2012 UQ117,,2456220.5,7.90388,129.69716,247.05756,1.12648,0.2163218,0.22538055,2.674187,MPO245996,1,MPCS,2000,2012-11-07,2456185.43095,4.3730824,2.0957021,3.2526719,1.274524,1.2964647,MBA
,,,16.5,0.15,217.0,0.22,0.0,2007-2021,M-v,38h,,,2016 WA26,,2459200.5,317.90004,194.7382,251.04927,21.32104,0.0598408,0.22611249,2.6684128,E2021-A28,7,MPCLINUX,0400,2021-01-05,2459386.69041,4.3589263,2.5087328,2.8280928,1.3294287,1.2977142,MBA
,,,16.6,0.15,58.0,0.55,0,2010-2016,M-v,38h,,,2014 TF52,,2459000.5,314.18406,52.93823,48.11724,26.84256,0.1885934,0.17374745,3.1807077,E2020-OH0,4,MPCLINUX,0000,2016-04-30,2459264.19281,5.6726455,2.5808472,3.7805682,1.533789,1.2140115,MBA
,,,16.9,0.15,110.0,0.29,0,2001-2020,M-v,38h,,,2001 TT261,,2459000.5,77.6947,267.71572,101.83795,8.05396,0.1843891,0.22203988,2.7009428,MPO542802,9,Rudenko,0400,2020-01-31,2458650.58661,4.4388767,2.2029184,3.1989672,1.3045563,1.2907926,MBA
,,,19.3,0.15,29.0,0.33,3,2006-2017,M-v,38h,,,2006 UQ376,,2459000.5,272.24054,105.08257,254.43716,2.11098,0.2047844,0.26725013,2.3870276,MPO512589,2,Veres,0000,2017-11-10,2459328.87952,3.6879597,1.8982016,2.8758536,1.1434618,1.3720294,MBA
,,,16.8,0.15,39.0,0.25,2.0,2007-2018,M-v,38h,,,2012 YR8,['2017 XF60'],2459000.5,168.43557,177.15145,269.19088,14.67637,0.2132157,0.19220313,2.9736904,MPO430305,3,MPCLINUX,0000,2018-01-13,2458124.15841,5.1279482,2.3396529,3.6077279,1.4192518,1.2422511,MBA
,,,15.36,0.15,553.0,0.57,0,1994-2020,M-v,3Ek,(107981),,2001 FY130,,2459200.5,19.21777,110.72692,202.81189,12.56652,0.0711042,0.2218088,2.7028184,E2021-B55,17,Pan,0000,2020-11-19,2459113.85885,4.4435012,2.5106367,2.8950001,1.3445767,1.2904021,MBA
,,,15.1,0.15,895.0,0.46,0,1991-2020,M-v,38h,(63664),,2001 QQ121,['2000 KU20'],2459200.5,355.92261,40.29045,83.74838,4.47447,0.1241458,0.22484905,2.6783994,MPO531837,15,MPCW,0000,2020-01-26,2459218.6339,4.3834192,2.3458874,3.0109114,1.3185597,1.295559,MBA
,,,20.6,0.15,9.0,0.2,,,,,,,2015 XV378,,2457360.5,354.59402,327.94942,104.9229,28.77076,0.0624172,0.38989687,1.8556791,MPO361349,1,MPCAPO,2006,2015-12-17,2457374.36516,2.5278675,1.7398528,1.9715054,0.9242248,1.654507,Hungaria
,,,17.7,0.15,11.0,0.12,,,,,,,2013 WC16,,2456640.5,352.12064,22.09204,64.14985,2.0691,0.1554657,0.18298218,3.0727709,MPO294911,1,MPCS,2000,2013-12-31,2456683.56082,5.3863587,2.5950604,3.5504814,1.4992517,1.2279795,MBA
,,,16.6,0.15,111.0,0.38,0,2005-2019,M-v,38h,(400462),,2008 FX106,,2459200.5,47.16734,355.12429,33.30719,11.71357,0.1487251,0.20657654,2.8341014,MPO495024,6,Williams,0000,2019-09-19,2458972.17132,4.7711501,2.4125994,3.2556034,1.3857067,1.2651711,MBA
,,,15.5,0.15,689.0,0.36,0,1997-2019,M-v,38h,(138425),,2000 HV68,,2459200.5,85.75261,320.89664,30.56373,7.06981,0.1942147,0.21756495,2.7378528,MPO502861,17,Williams,0000,2019-11-02,2458806.35274,4.5301767,2.2061215,3.2695841,1.3172914,1.2832719,MBA
,,,16.53,0.15,241.0,0.56,0,2003-2020,M-v,3Ek,(338806),,2003 WE9,,2459200.5,340.89958,7.81023,349.25527,5.64444,0.0916818,0.22011922,2.7166315,E2021-B25,11,Pan,0000,2020-09-10,2459287.27308,4.4776083,2.4675658,2.9656972,1.3468984,1.2875539,MBA
,,,16.63,0.15,128.0,0.7,0,2002-2020,M-v,3Ek,(391732),,2008 CT167,,2459200.5,76.67816,248.60822,282.75579,4.13127,0.1239668,0.17326969,3.1865518,E2021-B25,10,Pan,0000,2020-06-23,2458757.96328,5.6882867,2.7915252,3.5815784,1.5687908,1.2132975,MBA
,,,15.71,0.15,323.0,0.49,0,1996-2021,M-v,3Ek,(288986),,2004 TJ54,,2459200.5,102.96882,93.12566,214.97147,7.45602,0.0719856,0.18598301,3.0396287,E2021-B55,15,Pan,0000,2021-01-11,2458646.85359,5.2994501,2.8208192,3.2584382,1.5119388,1.2325879,MBA
,,,16.1,0.15,200.0,0.43,0.0,2006-2019,M-v,38h,(352598),,2008 ER52,,2459200.5,144.78493,322.58993,180.17374,7.81376,0.2053124,0.17782831,3.1318584,MPO476639,10,MPCLINUX,0000,2019-05-07,2458386.31615,5.5424678,2.488849,3.7748678,1.4999203,1.2201447,MBA
,,,17.0,0.15,54.0,0.34,0,2006-2020,M-v,38h,,,2006 SQ428,,2459000.5,144.80267,267.05922,195.65104,13.18991,0.0701923,0.18728762,3.0254966,E2020-M82,7,MPCLINUX,0400,2020-06-22,2458227.34326,5.2625351,2.81313,3.2378632,1.5052951,1.2346022,MBA
1.0,,,25.5,0.15,42.0,0.8,5.0,,M-v,3Eh,,,2018 WM1,,2459000.5,248.70729,355.7965,62.59236,21.2219,0.4108591,0.44736471,1.6931479,MPO467253,1,MPCLINUX,2803,2018-11-30,2459249.27401,2.2031413,0.9975027,2.3887931,0.7036679,1.8311576,Apollo
